doi,satis,confirm,ideal,comp,handle,nocomp
234,7,6,5,1,3,
2024-12-07,8,9,10,0,,1
2024-10-02,7,5,4,0,,1
353,9,9,6,0,,1
2024-07-30,7,8,6,1,5,
359,8,6,8,0,,1
2024-03-08,5,4,6,1,3,
357,6,5,7,0,,1
121,8,7,8,0,,1
265,4,5,5,1,1,
2024-08-22,7,6,6,0,,1
11,6,5,5,0,,1
2024-03-24,9,9,10,1,3,
2024-01-20,6,5,7,1,4,
210,3,3,4,1,4,
264,7,7,6,0,,1
2024-11-20,7,7,8,0,,1
2024-04-07,7,7,6,0,,1
247,7,7,6,0,,1
2024-07-31,8,6,7,0,,1
319,8,8,9,0,,1
2024-08-17,5,5,4,0,,1
188,7,6,7,0,,1
2024-09-13,8,8,7,0,,1
2024-12-17,8,8,9,0,,1
257,6,5,6,0,,1
2024-08-20,5,5,4,1,7,
23,8,8,8,0,,1
152,8,6,6,0,,1
324,5,7,5,0,,1
2024-03-11,7,8,7,0,,1
108,5,6,6,0,,1
2024-11-28,7,8,8,0,,1
2024-08-30,8,9,7,0,,1
214,6,7,6,0,,1
345,6,7,8,0,,1
351,7,7,5,0,,1
2024-12-23,8,8,8,0,,1
3,6,7,7,0,,1
2024-02-09,10,9,9,0,,1
188,5,6,5,0,,1
2024-04-03,7,6,6,0,,1
2024-09-24,6,7,7,0,,1
326,6,7,5,0,,1
99,8,7,7,0,,1
2024-09-05,7,7,6,0,,1
2024-08-01,8,7,7,0,,1
323,7,8,6,0,,1
244,6,7,7,0,,1
254,7,6,6,0,,1
2024-06-22,8,8,8,0,,1
101,6,6,5,0,,1
354,8,9,5,0,,1
2024-01-10,8,7,8,0,,1
2024-03-17,6,2,2,1,2,
356,8,8,9,0,,1
2024-04-02,9,10,10,0,,1
121,6,7,6,0,,3
2024-11-26,7,8,7,0,,1
2024-07-13,8,6,6,0,,1
344,8,9,10,0,,1
42,8,9,7,0,,1
275,6,8,8,0,,1
153,7,7,4,1,4,
2024-11-01,7,7,8,0,,1
340,6,9,8,0,,1
52,7,6,7,0,,1
2024-12-02,7,9,7,0,,1
63,7,7,8,0,,1
40,10,10,10,0,,1
2024-01-13,7,7,6,0,,1
2024-10-30,7,7,6,0,,1
20,6,6,7,0,,1
2024-10-14,5,6,5,0,,1
281,6,7,7,0,,1
2024-06-30,9,8,7,0,,1
61,7,8,6,0,,1
2024-05-09,5,4,4,0,,1
2024-04-04,9,8,9,0,,1
2024-03-28,9,9,8,0,,1
2024-06-03,8,10,9,0,,1
2024-05-23,8,7,7,0,,1
253,7,7,8,0,,1
107,7,6,7,0,,1
2024-05-23,7,8,9,0,,1
2024-01-29,9,9,8,0,,1
76,7,6,6,0,,1
2024-10-23,8,9,8,0,,1
2024-06-09,8,7,7,0,,1
276,5,5,5,1,5,
171,10,10,10,0,,1
28,6,5,7,0,,1
2024-12-23,9,7,7,0,,1
242,7,9,8,0,,1
137,7,6,5,0,,1
2024-11-24,7,8,7,0,,1
133,7,7,6,0,,1
47,9,8,8,0,,1
200,7,8,7,0,,1
2024-05-12,7,6,7,0,,1
2024-02-29,7,5,6,0,,1
2024-09-21,8,7,8,0,,1
2024-02-19,8,9,9,0,,1
184,6,6,5,0,,1
2024-02-15,9,8,7,0,,1
2024-02-08,6,6,5,0,,1
2024-02-26,8,8,9,0,,1
2024-06-13,8,7,8,0,,1
288,7,6,7,0,,1
221,6,7,5,1,6,
2024-08-27,6,5,7,1,5,
170,7,8,8,0,,1
2024-05-14,6,5,4,0,,1
2024-06-06,5,5,3,1,4,
22,7,8,8,0,,1
2024-01-04,9,8,9,0,,1
316,8,7,8,0,,1
110,7,6,7,0,,1
332,5,6,5,1,6,
238,7,8,7,0,,1
191,6,7,4,0,,3
244,6,5,6,0,,1
2024-10-07,6,7,6,0,,1
307,8,6,7,0,,1
2024-11-24,6,6,5,0,,1
357,8,8,6,0,,1
2024-03-10,7,7,6,0,,1
6,7,6,7,0,,1
188,7,8,6,0,,1
2024-07-14,8,7,8,0,,1
43,6,7,6,0,,1
363,8,8,8,0,,1
2024-08-12,6,7,6,0,,1
32,8,9,7,0,,1
2024-08-08,8,9,7,0,,1
2024-10-03,7,6,5,0,,1
2024-12-19,5,6,6,0,,1
206,6,6,5,1,10,
338,7,7,7,0,,1
343,7,7,8,0,,1
2024-12-04,8,9,7,0,,1
2024-10-20,7,8,7,0,,1
90,8,7,8,0,,1
300,8,9,10,0,,1
136,9,8,7,0,,1
2024-05-24,7,7,6,0,,1
2024-11-10,8,6,7,0,,1
43,9,7,8,0,,1
2024-01-04,6,5,3,1,4,
250,7,8,7,0,,2
2024-05-27,7,6,5,0,,1
350,9,7,9,0,,1
216,6,7,4,0,,1
30,6,8,6,0,,1
2024-08-20,9,8,7,0,,1
343,8,9,6,0,,1
2024-10-14,5,5,6,0,,1
44,8,9,7,0,,1
86,6,6,6,0,,1
302,7,8,9,0,,1
155,8,7,9,0,,1
234,7,7,8,0,,1
2024-12-06,9,9,8,0,,1
2024-09-25,5,3,6,0,,1
2024-11-16,7,7,9,0,,1
67,8,7,7,0,,1
105,8,6,7,0,,1
2024-11-20,8,8,6,0,,1
209,7,6,8,0,,1
2024-03-17,8,8,7,0,,1
2024-04-27,8,7,6,0,,1
357,8,7,7,0,,1
2024-12-05,6,9,8,0,,1
261,5,5,7,0,,1
2024-10-14,9,6,6,0,,1
290,6,7,5,1,9,
224,8,8,8,1,9,
2024-09-06,6,6,7,0,,1
2024-07-27,6,7,6,0,,1
293,6,7,6,0,,1
2024-04-24,7,8,7,0,,1
57,4,2,6,1,9,
305,7,7,8,0,,1
2024-09-20,6,6,4,0,,1
32,2,2,1,1,9,
104,7,7,6,1,9,
2024-03-01,5,6,7,1,3,
2024-12-19,2,1,1,1,3,
2024-05-05,9,8,9,0,,1
296,5,4,5,1,8,
2024-01-11,8,8,8,0,,1
2024-09-17,8,8,8,0,,1
2024-06-22,8,7,3,1,10,
85,7,6,5,0,,1
272,7,6,5,0,,1
2024-01-10,8,7,9,0,,1
325,6,7,8,0,,1
138,9,8,8,0,,1
81,3,2,2,0,,3
2024-12-23,4,6,6,1,6,
2024-03-22,8,8,8,0,,1
2024-03-06,8,7,8,1,7,
82,6,5,8,1,8,
215,5,5,4,1,4,
2024-04-09,8,7,6,0,,1
218,4,4,5,0,,1
2024-03-04,7,7,7,0,,1
27,9,8,9,0,,1
312,6,7,6,0,,1
17,6,7,7,0,,1
244,7,8,7,0,,1
77,3,3,4,1,3,
2024-01-20,6,6,7,0,,1
229,7,7,6,0,,1
2024-12-26,8,8,7,0,,1
17,7,8,6,0,,1
2024-04-12,7,7,9,0,,1
93,6,5,6,0,,1
2024-06-08,9,7,6,0,,1
2024-05-31,7,7,6,0,,1
2024-10-06,9,8,9,0,,1
213,6,6,7,0,,1
228,7,7,6,0,,1
135,7,8,6,0,,1
356,6,8,7,0,,1
2024-10-09,9,8,9,0,,1
343,8,8,7,0,,1
138,6,7,6,0,,1
2024-01-27,7,4,5,0,,1
2024-03-21,8,8,8,0,,1
2024-11-22,6,5,5,0,,1
293,8,7,7,0,,1
122,7,8,8,0,,1
97,7,6,5,0,,1
2024-05-01,8,9,6,0,,1
314,6,7,6,0,,1
114,4,5,5,1,6,
2024-12-25,6,5,7,0,,1
2024-12-23,6,7,7,0,,1
2024-12-10,8,9,9,0,,1
2024-10-10,6,7,5,0,,1
20,6,7,6,0,,1
2024-12-10,5,6,6,0,,1
2024-07-21,5,6,7,0,,1
343,9,6,7,0,,1
16,8,7,7,0,,1
145,6,7,8,0,,1
2024-11-08,5,6,7,0,,1
2024-01-31,7,8,7,0,,1
312,7,8,6,0,,1
2024-01-12,7,8,6,0,,1
214,6,5,6,0,,1
307,7,8,6,0,,1
2024-06-11,1,1,3,1,1,
258,5,5,5,1,6,
2024-03-12,2,4,4,0,,3
314,2,2,6,0,,3
261,5,7,5,1,1,
363,4,3,3,1,1,
302,2,2,1,1,3,
2024-02-27,2,3,3,1,3,
110,2,2,1,1,3,
14,2,2,1,1,4,
104,2,2,2,1,4,
113,2,1,1,1,1,
256,2,1,1,0,,3
210,4,2,3,0,,3
2024-10-12,3,2,1,1,6,
64,4,2,2,0,,3
2024-07-14,2,2,1,1,2,
53,1,1,2,1,3,
47,3,5,4,0,,1
78,5,5,5,1,8,
246,3,4,3,0,,1
2024-09-27,1,2,1,1,3,
245,1,1,1,1,2,
2024-02-20,3,2,2,1,2,
2024-09-04,1,3,2,1,5,
2024-12-21,5,4,2,0,,2
304,4,5,5,1,3,
92,4,5,2,0,,3
2024-10-04,4,4,3,0,,3
15,5,4,5,0,,3
338,3,5,4,0,,3
185,5,5,5,1,2,
2024-10-05,5,3,3,1,2,
2024-04-16,2,1,2,0,,2
62,6,5,5,0,,2
2024-12-25,7,6,7,0,,3
146,8,6,6,1,5,
19,6,5,5,0,,1
2024-01-25,4,3,3,0,,3
62,6,6,6,0,,3
241,7,7,3,1,7,
286,4,2,2,1,3,
2024-12-12,4,3,3,0,,3
2024-05-19,4,3,3,1,5,
2024-01-26,5,6,6,0,,3
2024-03-12,5,4,4,1,2,
2024-10-08,5,6,4,0,,3
98,4,3,3,1,5,
12,6,4,5,1,5,
2024-05-11,6,5,6,0,,1
256,6,5,6,1,5,
2024-06-05,6,4,5,1,6,
13,5,6,7,0,,1
2024-11-22,5,3,4,0,,2
131,5,5,5,1,7,
2024-02-12,7,6,5,1,2,
183,6,5,3,0,,1
2024-02-28,5,5,6,0,,1
2024-04-17,5,4,4,0,,3
362,6,7,6,1,5,
2024-02-01,7,5,7,0,,1
2024-06-14,6,5,5,0,,1
2024-01-01,6,4,5,1,6,
2024-08-22,6,5,6,1,7,
2024-03-20,6,5,5,1,5,
2024-02-29,7,7,7,0,,1
56,6,5,5,1,6,
104,5,5,5,1,5,
2024-12-19,8,8,7,1,7,
359,7,5,5,0,,1
5,6,5,6,1,5,
46,5,4,3,0,,3
2024-08-01,4,4,4,1,3,
2024-07-17,6,4,5,0,,1
2024-12-17,6,4,4,0,,3
67,7,7,6,0,,1
2024-01-12,6,6,5,1,6,
2024-08-08,7,7,8,0,,3
339,6,6,9,1,9,
305,6,4,4,0,,3
2024-05-23,6,5,6,0,,1
164,4,5,4,1,2,
2024-01-30,5,4,4,0,,1
18,5,6,5,1,5,
3,6,6,5,0,,1
2024-11-21,5,3,4,0,,2
156,6,6,4,0,,1
174,5,6,6,1,7,
35,6,5,5,0,,1
18,6,5,4,0,,1
2024-12-16,7,5,4,0,,1
239,5,6,5,1,7,
2024-05-26,6,4,4,0,,3
14,5,4,3,0,,3
361,5,4,5,0,,1
2024-10-29,6,4,5,0,,3
63,7,6,6,1,4,
141,7,7,6,0,,1
152,6,6,7,0,,1
339,6,7,6,1,7,
2024-05-22,6,6,8,0,,3
57,6,4,4,0,,1
2024-08-14,5,6,6,0,,1
2024-08-19,6,6,5,0,,1
113,8,7,7,0,,2
237,5,5,6,0,,1
115,4,5,4,0,,3
2024-08-16,6,6,7,0,,1
2024-03-10,6,7,6,0,,1
2024-01-25,8,6,6,1,7,
281,5,5,6,0,,1
2024-08-26,7,6,7,0,,1
347,6,5,5,1,4,
290,7,5,6,0,,1
45,7,6,6,0,,1
85,7,7,6,1,7,
290,6,6,7,0,,1
101,8,8,6,0,,1
2024-01-02,7,7,8,1,7,
67,8,7,5,0,,1
2024-11-29,7,7,7,0,,1
2024-01-05,6,6,6,1,5,
2024-04-26,7,6,7,0,,1
204,6,6,7,0,,3
2024-11-03,5,4,4,1,4,
2024-07-11,6,6,6,0,,1
41,6,6,8,0,,1
361,7,6,6,0,,1
2024-08-10,7,7,7,0,,3
26,6,7,7,0,,1
2024-07-14,6,7,7,0,,1
166,8,7,8,0,,1
248,7,6,6,0,,3
2024-01-14,6,7,6,0,,1
2024-02-21,7,6,8,0,,1
215,7,7,8,1,8,
2024-07-14,8,6,7,0,,1
331,8,6,6,0,,1
337,7,6,6,0,,1
2024-11-26,7,7,7,1,6,
276,7,8,6,0,,3
2024-01-23,6,7,6,1,3,
15,6,6,6,1,4,
2024-01-11,5,5,5,1,5,
2024-01-07,6,6,6,1,6,
1,6,7,6,0,,1
2024-12-17,8,7,8,0,,1
2024-10-18,6,5,5,0,,1
39,6,5,5,0,,3
53,8,7,7,1,6,
2024-05-30,6,5,4,0,,1
2024-08-12,7,5,6,0,,1
306,8,7,6,0,,1
127,6,8,7,1,8,
2024-03-24,6,7,8,0,,1
33,6,5,6,0,,1
2024-10-11,8,6,6,0,,1
227,6,7,8,0,,1
282,8,6,6,0,,1
2024-01-02,7,7,7,1,7,
254,6,5,6,0,,1
2024-06-23,9,6,6,0,,1
2024-04-18,8,7,7,0,,1
18,8,7,7,0,,1
131,8,6,8,0,,1
235,7,5,5,1,7,
55,6,7,7,0,,1
2024-10-26,6,6,7,0,,1
2024-08-25,6,5,6,0,,1
287,8,6,7,0,,1
361,8,7,9,0,,1
214,8,8,8,1,7,
2024-12-17,7,7,4,0,,1
19,8,8,7,0,,1
2024-05-18,8,6,7,1,7,
2024-09-24,7,8,8,0,,1
2024-07-12,5,5,5,1,6,
164,8,5,5,1,6,
243,8,7,6,0,,1
356,9,7,8,0,,1
321,7,6,6,1,5,
2024-06-24,7,6,6,0,,1
275,6,6,7,0,,1
2024-05-01,6,4,5,0,,1
2024-05-25,7,6,6,0,,1
2024-12-30,7,6,5,0,,1
289,7,6,5,0,,1
2024-12-19,7,7,7,0,,1
2024-06-18,8,8,7,0,,1
2024-06-01,7,7,7,0,,1
2024-09-12,7,6,8,0,,1
88,8,7,7,0,,1
2024-02-11,9,7,8,1,9,
307,7,7,7,0,,1
316,8,6,8,0,,1
294,6,6,7,1,5,
2024-06-07,6,5,6,0,,1
2024-09-29,7,6,6,0,,1
2024-06-08,6,8,6,0,,3
2024-12-08,8,8,8,0,,1
2024-05-19,6,6,8,0,,1
2024-02-05,6,7,8,0,,1
124,6,6,7,0,,1
2024-05-29,8,6,7,0,,1
2024-01-10,6,7,7,0,,1
2024-11-23,8,6,6,0,,1
2024-05-31,8,6,7,0,,1
140,8,8,7,0,,1
2024-09-01,7,7,8,0,,1
2024-03-15,6,7,7,0,,1
2024-01-03,7,5,5,0,,1
152,8,6,7,0,,1
25,8,8,5,0,,1
33,6,5,7,0,,1
94,8,6,6,0,,1
2024-01-04,7,6,6,0,,1
101,7,7,6,0,,1
129,6,5,5,0,,1
346,9,7,6,1,7,
245,8,7,6,0,,1
190,8,6,7,0,,1
2024-08-02,8,6,6,0,,1
2024-05-15,7,6,7,0,,1
33,8,6,8,0,,1
2024-05-06,7,6,6,0,,1
2024-06-15,9,7,8,0,,1
89,8,9,9,0,,1
2024-11-06,7,8,6,0,,4
2024-07-09,7,7,6,0,,1
20,8,8,8,0,,1
2024-09-16,8,7,7,0,,1
2024-05-21,9,7,7,0,,1
2024-10-19,8,7,7,0,,1
310,8,7,6,0,,1
2024-11-05,8,6,7,0,,1
252,7,7,7,1,7,
2024-11-27,8,6,6,0,,1
2024-06-20,8,7,8,1,6,
225,7,9,7,0,,1
249,10,7,8,1,9,
2024-07-26,8,8,8,0,,1
2024-10-15,9,6,7,0,,1
87,9,7,6,0,,1
305,8,6,7,0,,1
2024-06-15,8,7,7,0,,1
282,7,6,6,0,,1
183,9,7,8,0,,1
70,9,7,7,0,,1
165,9,8,6,0,,3
2024-09-09,8,6,6,0,,1
37,6,6,6,1,5,
156,6,8,6,1,7,
307,4,4,3,0,,3
336,6,7,8,0,,1
2024-02-01,7,6,5,0,,1
2024-08-28,6,6,5,0,,1
2024-01-14,7,6,6,0,,1
2024-03-16,7,7,7,1,9,
339,7,7,8,1,8,
10,8,8,9,1,10,
127,7,7,6,0,,1
242,5,6,7,0,,1
2024-04-09,7,7,7,0,,1
136,8,7,7,0,,1
15,6,6,5,0,,2
36,6,6,6,0,,3
2024-05-15,6,8,6,0,,1
2024-07-23,6,5,5,0,,1
249,7,6,7,0,,1
2024-09-27,7,6,7,0,,1
2024-08-27,8,7,7,0,,1
2024-01-21,7,6,6,1,8,
2024-04-24,6,6,7,0,,1
2024-05-23,6,7,7,0,,1
11,6,4,4,0,,3
356,7,7,6,0,,1
2024-10-15,6,8,7,0,,1
7,7,8,7,0,,1
2024-09-25,6,6,7,0,,1
2024-08-12,7,6,7,0,,1
2024-11-13,8,7,7,0,,1
2024-07-03,6,7,8,0,,1
2024-11-29,6,6,7,0,,4
2024-01-19,7,6,8,1,7,
186,7,6,7,0,,1
2024-05-29,7,6,8,1,8,
187,8,6,6,0,,1
2024-05-01,7,6,8,0,,1
48,7,5,6,1,7,
240,8,8,6,0,,1
329,6,6,7,0,,2
193,8,7,7,0,,1
344,6,8,7,0,,1
49,7,8,6,0,,1
306,7,6,7,0,,1
290,8,7,7,0,,1
2024-06-17,7,8,7,1,8,
334,7,6,6,0,,1
73,6,6,5,0,,1
92,8,7,7,0,,1
2024-08-29,6,7,6,1,7,
202,8,7,6,1,8,
2024-10-14,6,8,7,0,,1
100,7,6,8,0,,1
5,6,5,5,0,,1
2024-04-01,8,6,6,0,,1
76,10,8,9,0,,1
2024-04-19,7,9,8,0,,1
2024-11-10,7,6,6,0,,1
150,7,7,7,1,7,
2024-06-23,8,7,7,1,4,
2024-02-27,7,6,7,0,,1
2024-05-07,5,5,7,0,,1
101,7,5,6,0,,1
122,7,7,6,0,,1
308,6,5,5,0,,1
2024-03-20,7,8,8,0,,1
202,8,6,6,0,,3
42,8,6,6,0,,1
2024-12-01,9,8,7,0,,1
90,7,7,7,0,,1
2024-06-25,6,7,5,0,,2
243,6,5,6,0,,1
325,7,6,6,0,,1
167,8,6,7,0,,1
2024-08-14,7,6,7,0,,1
2024-09-21,8,6,7,0,,1
276,7,7,7,1,7,
2024-08-11,7,7,7,0,,1
2024-10-15,8,8,7,0,,1
2024-02-11,7,7,7,0,,1
74,7,9,8,0,,1
246,7,7,6,0,,1
2024-10-05,7,8,6,0,,1
2024-10-15,7,7,7,0,,1
241,7,7,7,0,,3
341,8,7,7,0,,1
255,8,6,5,0,,1
2024-09-07,7,8,6,0,,1
120,7,6,7,1,8,
2024-08-04,8,6,7,0,,1
357,8,7,8,0,,1
42,8,7,7,0,,3
235,7,8,7,0,,1
319,7,7,8,0,,1
2024-06-09,8,8,9,0,,1
209,8,8,7,1,9,
2024-07-18,9,7,7,0,,1
5,6,8,7,1,7,
2024-06-05,8,7,9,0,,1
39,8,8,8,0,,3
2024-04-01,8,6,7,0,,1
2024-12-03,7,7,8,0,,1
317,7,8,7,1,7,
2024-07-28,7,7,8,0,,4
97,7,7,8,0,,1
2024-08-12,7,7,7,1,8,
2024-04-07,8,7,7,0,,1
180,9,7,8,0,,1
2024-09-02,7,7,7,0,,3
2024-11-15,7,7,7,1,8,
129,8,8,8,0,,1
2024-02-26,7,6,7,0,,1
256,8,6,6,0,,1
20,6,7,6,0,,1
63,8,9,8,0,,1
2024-09-13,8,8,7,0,,3
362,9,8,9,0,,1
310,8,8,7,0,,3
2024-04-11,7,7,6,1,8,
304,7,6,8,0,,1
123,8,9,8,0,,1
2024-03-08,8,9,9,0,,1
334,7,7,6,0,,1
9,7,5,6,1,6,
2024-05-18,7,7,6,0,,1
2024-10-25,6,6,7,0,,1
349,9,6,8,0,,1
118,7,5,5,0,,1
275,8,6,6,0,,1
2024-10-19,8,8,8,0,,1
272,6,6,6,0,,1
119,8,8,7,0,,1
142,7,5,5,1,7,
2024-12-22,8,6,8,0,,1
2024-09-14,9,7,7,0,,1
219,6,7,8,0,,1
323,8,6,6,0,,1
2024-08-17,8,7,7,0,,1
2024-06-27,8,7,7,0,,1
201,7,8,7,0,,1
2024-04-18,5,5,6,1,7,
302,7,6,6,0,,1
2024-04-01,7,6,6,0,,1
2024-10-08,8,6,6,1,9,
37,7,7,6,0,,1
2024-03-15,9,6,8,0,,1
258,7,7,8,0,,1
2024-12-03,6,7,7,1,3,
184,7,6,7,0,,1
2024-10-01,7,8,7,0,,1
2024-03-31,8,8,9,0,,4
358,8,9,7,0,,1
2024-02-29,8,8,8,0,,1
315,8,9,8,0,,1
306,7,8,6,0,,1
219,8,7,7,0,,1
180,8,9,8,0,,1
242,6,9,7,0,,1
305,8,7,7,0,,1
69,8,8,8,0,,1
2024-06-11,8,6,6,0,,1
2024-08-26,8,7,7,0,,1
339,8,7,6,0,,1
253,8,6,8,0,,1
2024-09-04,7,7,7,0,,1
111,8,8,8,0,,1
2024-06-30,8,8,9,0,,1
207,7,8,7,0,,1
2024-05-07,7,8,8,0,,1
2024-01-16,7,6,8,0,,1
59,8,7,8,0,,1
2024-09-07,8,8,8,0,,1
2024-12-11,8,8,6,0,,1
2024-09-01,6,7,8,0,,1
186,8,9,9,0,,1
197,7,6,6,0,,1
64,7,9,8,0,,1
2024-04-05,9,7,7,0,,1
285,7,6,7,0,,1
43,7,6,7,0,,1
2024-04-01,8,6,7,0,,1
327,8,6,7,0,,1
2024-09-24,8,8,7,0,,1
2024-12-19,9,7,6,0,,1
2024-08-25,9,7,8,0,,1
2024-05-06,8,6,7,0,,1
284,8,7,7,0,,1
2024-11-08,8,6,7,0,,1
346,7,8,9,0,,1
63,9,6,8,1,8,
2024-01-08,9,7,8,0,,1
2024-07-30,6,5,5,0,,1
303,7,8,6,0,,1
155,9,8,8,0,,1
231,9,7,8,0,,1
327,6,6,5,0,,1
212,8,7,6,0,,1
79,6,9,6,0,,1
2024-05-03,7,9,9,0,,1
17,7,8,7,0,,1
79,8,6,7,0,,1
343,9,6,7,0,,1
20,8,6,7,0,,1
2024-06-15,9,9,8,0,,1
42,8,6,7,0,,1
78,9,8,8,0,,1
2024-09-20,7,6,8,1,8,
352,8,7,10,0,,1
240,7,7,9,0,,1
2024-05-24,7,6,7,0,,1
1,9,8,8,0,,1
303,8,6,6,0,,1
2024-02-22,9,8,7,0,,1
2024-03-24,9,7,8,0,,1
2024-09-16,8,6,6,0,,1
315,8,6,7,0,,1
72,7,6,9,0,,1
142,9,9,8,0,,1
2024-05-10,9,7,7,0,,1
2024-08-15,7,5,5,0,,1
13,8,7,8,0,,1
2024-04-27,9,7,8,0,,1
178,5,4,5,1,4,
177,5,4,4,0,,3
350,9,9,7,0,,1
2024-05-06,8,7,7,1,7,
311,6,6,6,1,7,
83,9,7,9,0,,1
2024-07-31,7,7,9,0,,1
82,9,9,8,0,,1
140,6,8,7,0,,1
90,9,7,7,0,,1
2024-01-30,5,5,6,0,,1
2024-08-30,7,7,8,0,,1
29,8,7,6,1,5,
149,6,5,5,1,6,
295,6,7,6,0,,1
296,7,7,6,0,,1
2024-08-19,8,6,7,0,,1
2024-09-26,8,7,7,0,,1
2024-10-14,8,6,8,0,,1
263,6,6,7,0,,1
2024-04-01,6,7,7,1,5,
32,8,8,6,0,,1
253,7,9,8,0,,1
2024-03-12,8,8,7,1,9,
2024-11-26,7,8,7,0,,1
2024-12-06,8,6,9,0,,1
2024-12-14,8,6,6,0,,1
2024-12-19,6,8,8,0,,1
356,8,8,8,0,,1
357,8,7,7,0,,1
351,8,6,6,1,7,
2024-11-17,8,7,7,0,,1
2024-07-07,8,8,8,1,8,
340,7,6,9,1,4,
45,7,6,5,1,7,
2024-10-25,7,5,6,0,,1
262,6,7,6,0,,1
2024-02-19,7,5,5,0,,1
191,8,6,7,0,,1
80,7,9,7,0,,1
2024-07-12,5,6,5,1,6,
2024-12-24,7,6,6,0,,1
116,8,7,7,0,,1
238,7,6,6,1,8,
113,8,8,7,0,,1
2024-08-02,8,7,7,0,,1
3,7,7,8,0,,1
103,7,7,7,1,6,
2024-05-20,7,7,7,0,,3
29,7,6,8,0,,1
92,7,7,8,0,,1
2024-01-07,8,7,7,0,,1
2024-04-28,8,7,8,0,,1
209,8,7,7,0,,1
328,7,8,8,0,,1
2024-10-09,8,8,8,1,7,
64,10,8,10,0,,1
2024-07-20,8,6,7,1,7,
2024-03-28,7,7,7,0,,1
195,6,8,7,0,,1
349,9,7,8,0,,1
67,8,8,8,0,,1
19,6,6,7,0,,1
257,8,6,7,1,5,
2024-05-14,8,8,7,0,,1
2024-09-20,7,7,7,0,,4
187,8,7,7,0,,3
143,7,6,7,0,,1
157,8,8,7,1,5,
2024-12-22,7,9,7,0,,1
2024-08-03,9,8,8,0,,1
2024-01-08,7,5,6,0,,1
121,8,7,6,0,,1
2024-08-07,8,8,8,0,,1
1,7,7,7,1,8,
81,9,7,7,0,,1
2024-02-05,7,7,8,0,,3
299,8,7,8,0,,4
294,7,6,7,0,,1
2024-07-28,8,6,6,0,,1
2024-06-12,8,9,7,0,,1
190,7,6,7,0,,1
2024-04-05,8,7,7,0,,1
269,7,8,7,0,,1
333,8,6,6,0,,1
127,7,8,6,0,,1
3,7,7,8,0,,3
2024-01-01,7,7,7,0,,1
356,8,9,9,0,,1
319,8,8,8,0,,1
162,8,9,6,0,,1
218,8,9,9,0,,1
240,8,7,9,0,,1
183,7,6,7,0,,1
196,8,7,8,1,7,
66,9,7,9,0,,1
2024-04-19,8,8,8,0,,1
2024-12-13,8,9,8,1,8,
2024-11-09,8,8,8,0,,1
159,8,9,7,0,,1
221,7,7,8,0,,1
264,8,8,6,0,,3
2024-10-18,7,7,6,0,,1
298,7,7,6,1,8,
2024-09-12,8,7,6,0,,1
15,8,8,8,0,,1
2024-02-12,8,9,9,0,,1
166,7,8,8,0,,1
2024-12-06,8,9,8,0,,1
2024-04-17,9,8,8,1,8,
246,8,8,7,0,,1
2024-06-26,8,9,9,0,,1
2024-05-28,8,8,8,1,7,
2024-07-30,8,9,8,0,,1
2024-09-02,8,7,7,0,,1
2024-08-18,7,7,7,0,,1
48,7,7,7,0,,1
2024-10-07,9,9,9,0,,1
165,9,8,9,0,,1
2024-12-13,9,8,8,0,,1
2024-05-26,8,8,8,1,7,
53,8,8,8,0,,1
2024-07-13,8,8,8,0,,1
2024-03-25,8,8,9,0,,1
200,8,8,8,0,,1
2024-01-20,8,8,8,0,,1
2024-08-14,8,8,8,0,,1
2024-12-07,9,8,8,1,8,
2024-10-28,8,8,8,0,,1
117,8,8,8,0,,1
2024-02-17,8,8,8,0,,1
249,8,8,8,0,,1
2024-01-12,8,9,8,0,,1
39,8,8,9,0,,1
2024-06-11,9,10,10,0,,1
2024-11-24,8,8,7,0,,1
61,8,7,8,0,,3
2024-02-21,7,8,8,1,6,
2024-03-15,9,8,9,0,,1
216,9,7,8,0,,1
2024-05-09,8,8,8,0,,1
363,8,6,6,1,6,
333,8,7,6,0,,1
2024-07-31,9,8,9,0,,1
2024-03-01,8,7,8,0,,1
31,8,7,7,0,,1
2024-12-06,8,8,8,0,,3
147,7,7,7,0,,1
2024-03-20,9,9,9,0,,4
2024-11-18,7,7,9,0,,3
279,8,6,6,0,,1
62,9,8,7,0,,1
2024-07-23,8,6,6,0,,1
105,8,7,6,0,,1
2024-10-04,6,6,7,0,,1
342,7,8,7,0,,1
151,9,9,9,0,,1
91,8,7,7,0,,1
5,9,7,8,0,,1
117,7,7,8,1,4,
2024-07-26,7,6,6,0,,1
318,7,8,7,0,,1
2024-08-26,9,8,8,0,,1
2024-08-27,7,6,6,0,,1
116,7,6,7,0,,1
2024-08-16,8,7,7,0,,1
65,9,7,7,1,8,
2024-01-04,9,8,7,0,,1
2024-07-06,7,6,8,0,,1
2024-07-15,8,6,7,0,,1
2024-02-23,9,9,9,0,,3
2024-02-15,7,7,8,0,,1
2024-03-05,10,8,9,0,,1
2024-07-07,9,7,7,0,,1
16,8,6,7,0,,1
247,9,7,7,0,,1
2024-04-04,8,7,8,1,8,
92,8,8,7,0,,1
2024-06-27,8,7,9,0,,1
252,8,8,9,0,,1
2024-12-25,10,10,10,0,,1
311,9,10,10,0,,1
2024-04-23,8,6,7,0,,1
2024-12-28,9,8,7,0,,1
2024-01-15,9,7,7,0,,1
